I1,V1,I2,V2,I3,V3,I4,V4,I5,V5,I6,V6,fault,,,,
2.14 ,158.94 ,2.14 ,158.94 ,2.14 ,158.94 ,1.22 ,158.94 ,2.14 ,158.94 ,2.14 ,158.94 ,2 ,,,,
1.75 ,160.01 ,1.75 ,160.01 ,1.75 ,160.01 ,0.99 ,160.01 ,1.75 ,160.01 ,1.75 ,160.01 ,2 ,,,,
1.42 ,160.88 ,1.42 ,160.88 ,1.42 ,160.88 ,0.80 ,160.88 ,1.42 ,160.88 ,1.42 ,160.88 ,2 ,,,,
1.15 ,161.58 ,1.15 ,161.58 ,1.15 ,161.58 ,0.65 ,161.58 ,1.15 ,161.58 ,1.15 ,161.58 ,2 ,,,,
18 ,70 ,8 ,98 ,8 ,98 ,8 ,98 ,8 ,98 ,8 ,98 ,1 ,,,,
8 ,102 ,18 ,75 ,8 ,102 ,8 ,102 ,8 ,102 ,8 ,102 ,1 ,,,,
8 ,107 ,8 ,107 ,18 ,77 ,8 ,107 ,8 ,107 ,8 ,107 ,1 ,,,,
8 ,112 ,8 ,112 ,8 ,112 ,18 ,82 ,8 ,112 ,8 ,112 ,1 ,,,,
8 ,116 ,8 ,116 ,8 ,116 ,8 ,116 ,18 ,84 ,8 ,116 ,1 ,,,,
8 ,120 ,8 ,120 ,8 ,120 ,8 ,120 ,8 ,120 ,20 ,100 ,1 ,,,,
8 ,124 ,8 ,124 ,8 ,124 ,8 ,124 ,8 ,124 ,20 ,101 ,1 ,,,,
8 ,127 ,8 ,127 ,8 ,127 ,8 ,127 ,21 ,92 ,8 ,127 ,1 ,,,,
6 ,147 ,6 ,147 ,6 ,147 ,22 ,112 ,6 ,147 ,6 ,147 ,1 ,,,,
6 ,147 ,6 ,147 ,22 ,113 ,6 ,147 ,6 ,147 ,6 ,147 ,1 ,,,,
5 ,147 ,25 ,127 ,5 ,147 ,5 ,147 ,5 ,147 ,5 ,147 ,1 ,,,,
25 ,128 ,5 ,148 ,5 ,148 ,5 ,148 ,5 ,148 ,5 ,148 ,1 ,,,,
5 ,148 ,25 ,122 ,5 ,148 ,5 ,148 ,5 ,148 ,5 ,148 ,1 ,,,,
5 ,149 ,5 ,149 ,25 ,149 ,5 ,149 ,5 ,149 ,5 ,149 ,1 ,,,,
5 ,149 ,5 ,149 ,5 ,129 ,5 ,149 ,5 ,149 ,5 ,149 ,1 ,,,,
5 ,149 ,5 ,149 ,5 ,149 ,25 ,129 ,5 ,149 ,5 ,149 ,1 ,,,,
5 ,150 ,5 ,150 ,5 ,150 ,5 ,150 ,26 ,129 ,5 ,150 ,1 ,,,,
5 ,150 ,5 ,150 ,5 ,150 ,5 ,150 ,5 ,150 ,25 ,121 ,1 ,,,,
25 ,130 ,5 ,150 ,5 ,150 ,5 ,150 ,5 ,150 ,5 ,150 ,1 ,,,,
5 ,151 ,25 ,131 ,5 ,151 ,5 ,151 ,5 ,151 ,5 ,151 ,1 ,,,,
4 ,153 ,4 ,153 ,25 ,131 ,4 ,153 ,4 ,153 ,4 ,153 ,1 ,,,,
4 ,153 ,4 ,153 ,4 ,153 ,26 ,131 ,4 ,153 ,4 ,153 ,1 ,,,,
4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,28 ,123 ,4 ,153 ,1 ,,,,
4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,26 ,123 ,1 ,,,,
4 ,153 ,4 ,153 ,4 ,153 ,4 ,153 ,26 ,133 ,4 ,153 ,1 ,,,,
4 ,154 ,4 ,154 ,4 ,154 ,34 ,134 ,4 ,154 ,0 ,154 ,1 ,,,,
8.08 ,97.74 ,8.08 ,97.74 ,8.08 ,97.74 ,8.08 ,97.74 ,8.08 ,97.74 ,8.08 ,97.74 ,0 ,,,,
8.07 ,102.46 ,8.07 ,102.46 ,8.07 ,102.46 ,8.07 ,102.46 ,8.07 ,102.46 ,8.07 ,102.46 ,0 ,,,,
8.06 ,107.13 ,8.06 ,107.13 ,8.06 ,107.13 ,8.06 ,107.13 ,8.06 ,107.13 ,8.06 ,107.13 ,0 ,,,,
8.04 ,111.71 ,8.04 ,111.71 ,8.04 ,111.71 ,8.04 ,111.71 ,8.04 ,111.71 ,8.04 ,111.71 ,0 ,,,,
8.01 ,116.12 ,8.01 ,116.12 ,8.01 ,116.12 ,8.01 ,116.12 ,8.01 ,116.12 ,8.01 ,116.12 ,0 ,,,,
7.96 ,120.24 ,7.96 ,120.24 ,7.96 ,120.24 ,7.96 ,120.24 ,7.96 ,120.24 ,7.96 ,120.24 ,0 ,,,,
7.85 ,123.97 ,7.85 ,123.97 ,7.85 ,123.97 ,7.85 ,123.97 ,7.85 ,123.97 ,7.85 ,123.97 ,0 ,,,,
7.80 ,127.22 ,7.80 ,127.22 ,7.80 ,127.22 ,7.80 ,127.22 ,7.80 ,127.22 ,7.80 ,127.22 ,0 ,,,,
5.65 ,146.51 ,5.65 ,146.51 ,5.65 ,146.51 ,5.65 ,146.51 ,5.65 ,146.51 ,5.65 ,146.51 ,0 ,,,,
5.54 ,147.01 ,5.54 ,147.01 ,5.54 ,147.01 ,5.54 ,147.01 ,5.54 ,147.01 ,5.54 ,147.01 ,0 ,,,,
5.43 ,147.47 ,5.43 ,147.47 ,5.43 ,147.47 ,5.43 ,147.47 ,5.43 ,147.47 ,5.43 ,147.47 ,0 ,,,,
5.33 ,147.91 ,5.33 ,147.91 ,5.33 ,147.91 ,5.33 ,147.91 ,5.33 ,147.91 ,5.33 ,147.91 ,0 ,,,,
5.23 ,148.32 ,5.23 ,148.32 ,5.23 ,148.32 ,5.23 ,148.32 ,5.23 ,148.32 ,5.23 ,148.32 ,0 ,,,,
5.14 ,148.70 ,5.14 ,148.70 ,5.14 ,148.70 ,5.14 ,148.70 ,5.14 ,148.70 ,5.14 ,148.70 ,0 ,,,,
5.04 ,149.08 ,5.04 ,149.08 ,5.04 ,149.08 ,5.04 ,149.08 ,5.04 ,149.08 ,5.04 ,149.08 ,0 ,,,,
4.95 ,149.44 ,4.95 ,149.44 ,4.95 ,149.44 ,4.95 ,149.44 ,4.95 ,149.44 ,4.95 ,149.44 ,0 ,,,,
4.87 ,149.77 ,4.87 ,149.77 ,4.87 ,149.77 ,4.87 ,149.77 ,4.87 ,149.77 ,4.87 ,149.77 ,0 ,,,,
4.78 ,150.09 ,4.78 ,150.09 ,4.78 ,150.09 ,4.78 ,150.09 ,4.78 ,150.09 ,4.78 ,150.09 ,0 ,,,,
4.70 ,150.34 ,4.70 ,150.34 ,4.70 ,150.34 ,4.70 ,150.34 ,4.70 ,150.34 ,4.70 ,150.34 ,0 ,,,,
4.63 ,150.69 ,4.63 ,150.69 ,4.63 ,150.69 ,4.63 ,150.69 ,4.63 ,150.69 ,4.63 ,150.69 ,0 ,,,,
4.08 ,152.64 ,4.08 ,152.64 ,4.08 ,152.64 ,4.08 ,152.64 ,4.08 ,152.64 ,4.08 ,152.64 ,0 ,,,,
4.02 ,152.84 ,4.02 ,152.84 ,4.02 ,152.84 ,4.02 ,152.84 ,4.02 ,152.84 ,4.02 ,152.84 ,0 ,,,,
3.96 ,153.04 ,3.96 ,153.04 ,3.96 ,153.04 ,3.96 ,153.04 ,3.96 ,153.04 ,3.96 ,153.04 ,0 ,,,,
3.91 ,153.23 ,3.91 ,153.23 ,3.91 ,153.23 ,3.91 ,153.23 ,3.91 ,153.23 ,3.91 ,153.23 ,0 ,,,,
3.85 ,153.41 ,3.85 ,153.41 ,3.85 ,153.41 ,3.85 ,153.41 ,3.85 ,153.41 ,3.85 ,153.41 ,0 ,,,,
3.80 ,153.59 ,3.80 ,153.59 ,3.80 ,153.59 ,3.80 ,153.59 ,3.80 ,153.59 ,3.80 ,153.59 ,0 ,,,,
3.75 ,153.76 ,3.75 ,153.76 ,3.75 ,153.76 ,3.75 ,153.76 ,3.75 ,153.76 ,3.75 ,153.76 ,0 ,,,,
3.70 ,153.93 ,3.70 ,153.93 ,3.70 ,153.93 ,3.70 ,153.93 ,3.70 ,153.93 ,3.70 ,153.93 ,0 ,,,,
3.65 ,154.09 ,3.65 ,154.09 ,3.65 ,154.09 ,3.65 ,154.09 ,3.65 ,154.09 ,3.65 ,154.09 ,0 ,,,,
3.60 ,154.24 ,3.60 ,154.24 ,3.60 ,154.24 ,3.60 ,154.24 ,3.60 ,154.24 ,3.60 ,154.24 ,0 ,,,,
3.56 ,154.39 ,3.56 ,154.39 ,3.56 ,154.39 ,3.56 ,154.39 ,3.56 ,154.39 ,3.56 ,154.39 ,0 ,,,,
3.51 ,154.54 ,3.51 ,154.54 ,3.51 ,154.54 ,3.51 ,154.54 ,3.51 ,154.54 ,3.51 ,154.54 ,0 ,,,,
3.47 ,154.68 ,3.47 ,154.68 ,3.47 ,154.68 ,3.47 ,154.68 ,3.47 ,154.68 ,3.47 ,154.68 ,0 ,,,,
3.42 ,154.82 ,3.42 ,154.82 ,3.42 ,154.82 ,3.42 ,154.82 ,3.42 ,154.82 ,3.42 ,154.82 ,0 ,,,,
3.38 ,154.97 ,3.38 ,154.97 ,3.38 ,154.97 ,3.38 ,154.97 ,3.38 ,154.97 ,3.38 ,154.97 ,0 ,,,,
3.34 ,155.09 ,3.34 ,155.09 ,3.34 ,155.09 ,3.34 ,155.09 ,3.34 ,155.09 ,3.34 ,155.09 ,0 ,,,,
3.30 ,155.21 ,3.30 ,155.21 ,3.30 ,155.21 ,3.30 ,155.21 ,3.30 ,155.21 ,3.30 ,155.21 ,0 ,,,,
3.26 ,155.34 ,3.26 ,155.34 ,3.26 ,155.34 ,3.26 ,155.34 ,3.26 ,155.34 ,3.26 ,155.34 ,0 ,,,,
3.22 ,155.55 ,3.22 ,155.55 ,3.22 ,155.55 ,3.22 ,155.55 ,3.22 ,155.55 ,3.22 ,155.55 ,0 ,,,,
3.18 ,155.57 ,3.18 ,155.57 ,3.18 ,155.57 ,3.18 ,155.57 ,3.18 ,155.57 ,3.18 ,155.57 ,0 ,,,,
3.14 ,155.69 ,3.14 ,155.69 ,3.14 ,155.69 ,3.14 ,155.69 ,3.14 ,155.69 ,3.14 ,155.69 ,0 ,,,,
3.11 ,155.80 ,3.11 ,155.80 ,3.11 ,155.80 ,3.11 ,155.80 ,3.11 ,155.80 ,3.11 ,155.80 ,0 ,,,,
2.74 ,156.94 ,2.74 ,156.94 ,2.74 ,156.94 ,2.74 ,156.94 ,2.74 ,156.94 ,2.74 ,156.94 ,0 ,,,,
2.71 ,157.02 ,2.71 ,157.02 ,2.71 ,157.02 ,2.71 ,157.02 ,2.71 ,157.02 ,2.71 ,157.02 ,0 ,,,,
2.69 ,157.10 ,2.69 ,157.10 ,2.69 ,157.10 ,2.69 ,157.10 ,2.69 ,157.10 ,2.69 ,157.10 ,0 ,,,,
2.66 ,157.18 ,2.66 ,157.18 ,2.66 ,157.18 ,2.66 ,157.18 ,2.66 ,157.18 ,2.66 ,157.18 ,0 ,,,,
2.63 ,157.25 ,2.63 ,157.25 ,2.63 ,157.25 ,2.63 ,157.25 ,2.63 ,157.25 ,2.63 ,157.25 ,0 ,,,,
2.61 ,157.33 ,2.61 ,157.33 ,2.61 ,157.33 ,2.61 ,157.33 ,2.61 ,157.33 ,2.61 ,157.33 ,0 ,,,,
2.58 ,157.40 ,2.58 ,157.40 ,2.58 ,157.40 ,2.58 ,157.40 ,2.58 ,157.40 ,2.58 ,157.40 ,0 ,,,,
2.56 ,157.47 ,2.56 ,157.47 ,2.56 ,157.47 ,2.56 ,157.47 ,2.56 ,157.47 ,2.56 ,157.47 ,0 ,,,,
2.54 ,157.54 ,2.54 ,157.54 ,2.54 ,157.54 ,2.54 ,157.54 ,2.54 ,157.54 ,2.54 ,157.54 ,0 ,,,,
2.51 ,157.61 ,2.51 ,157.61 ,2.51 ,157.61 ,2.51 ,157.61 ,2.51 ,157.61 ,2.51 ,157.61 ,0 ,,,,
0,0.80823,8.22748,0.80823,8.22748,0.80823,8.22748,0.80823,8.22748,0.80823,8.22748,0.80823,3 ,,,,
0,0.80848,8.22748,0.80848,0,0.80848,8.22748,0.80848,8.22748,0.80848,8.22748,0.80848,3 ,,,,
0,0.80874,8.22748,0.80874,0,0.80874,8.22748,0.80874,8.22748,0.80874,8.22748,0.80874,3 ,,,,
0,0.81001,8.22747,0.81001,0,0.81001,8.22747,0.81001,0,0.81001,8.22747,0.81001,3 ,,,,
0,0.81638,0,0.81638,8.22742,0.81638,8.22742,0.81638,0,0.81638,8.22742,0.81638,3 ,,,,
0,0.84823,0,0.84823,8.22716,0.84823,8.22716,0.84823,0,0.84823,8.22716,0.84823,3 ,,,,
8.22637,0.94933,0,0.94933,8.22637,0.94933,8.22637,0.94933,8.22637,0.94933,8.22637,0.94933,3 ,,,,
8.22518,1.10722,0,1.10722,8.22518,1.10722,8.22518,1.10722,8.22518,1.10722,8.22518,1.10722,3 ,,,,
8.22369,1.31811,0,1.31811,8.22369,1.31811,8.22369,1.31811,8.22369,1.31811,8.22369,1.31811,3 ,,,,
8.22194,1.58298,0,1.58298,8.22194,1.58298,0,1.58298,8.22194,1.58298,8.22194,1.58298,3 ,,,,
8.22,1.90615,0,1.90615,8.22,1.90615,0,1.90615,8.22,1.90615,8.22,1.90615,3 ,,,,
8.2179,2.29486,8.2179,2.29486,8.2179,2.29486,0,2.29486,8.2179,2.29486,8.2179,2.29486,3 ,,,,
8.21602,2.68346,8.21602,2.68346,8.21602,2.68346,0,2.68346,8.21602,2.68346,8.21602,2.68346,3 ,,,,
8.2138,3.20254,8.2138,3.20254,8.2138,3.20254,0,3.20254,8.2138,3.20254,8.2138,3.20254,3 ,,,,
8.21186,3.72148,8.21186,3.72148,8.21186,3.72148,0,3.72148,8.21186,3.72148,8.21186,3.72148,3 ,,,,
8.20975,4.37158,8.20975,4.37158,8.20975,4.37158,0,4.37158,8.20975,4.37158,8.20975,4.37158,3 ,,,,
8.2079,5.02152,8.2079,5.02152,8.2079,5.02152,0,5.02152,8.2079,5.02152,8.2079,5.02152,3 ,,,,
8.20588,5.83843,8.20588,5.83843,8.20588,5.83843,0,5.83843,8.20588,5.83843,0,5.83843,3 ,,,,
8.20411,6.65516,8.20411,6.65516,8.20411,6.65516,8.20411,6.65516,8.20411,6.65516,0,6.65516,3 ,,,,
8.20208,7.70546,8.20208,7.70546,0,7.70546,8.20208,7.70546,8.20208,7.70546,0,7.70546,3 ,,,,
8.20024,8.75552,8.20024,8.75552,0,8.75552,8.20024,8.75552,8.20024,8.75552,0,8.75552,3 ,,,,
8.19798,10.17101,8.19798,10.17101,0,10.17101,8.19798,10.17101,8.19798,10.17101,0,10.17101,3 ,,,,
8.19543,11.87813,8.19543,11.87813,0,11.87813,8.19543,11.87813,8.19543,11.87813,0,11.87813,3 ,,,,
8.19242,13.99711,8.19242,13.99711,0,13.99711,8.19242,13.99711,8.19242,13.99711,0,13.99711,3 ,,,,
8.1895,16.11533,0,16.11533,0,16.11533,8.1895,16.11533,8.1895,16.11533,0,16.11533,3 ,,,,
8.18579,18.85565,0,18.85565,0,18.85565,8.18579,18.85565,8.18579,18.85565,0,18.85565,3 ,,,,
8.18211,21.59475,0,21.59475,8.18211,21.59475,8.18211,21.59475,8.18211,21.59475,0,21.59475,3 ,,,,
8.17714,25.32484,0,25.32484,8.17714,25.32484,8.17714,25.32484,8.17714,25.32484,0,25.32484,3 ,,,,
8.17111,29.86282,0,29.86282,8.17111,29.86282,8.17111,29.86282,8.17111,29.86282,0,29.86282,3 ,,,,
8.16509,34.39746,0,34.39746,8.16509,34.39746,8.16509,34.39746,8.16509,34.39746,0,34.39746,3 ,,,,
8.15909,38.92877,0,38.92877,8.15909,38.92877,8.15909,38.92877,8.15909,38.92877,0,38.92877,3 ,,,,
0,43.45674,0,43.45674,8.15309,43.45674,8.15309,43.45674,8.15309,43.45674,0,43.45674,3 ,,,,
0,47.98139,0,47.98139,8.14709,47.98139,8.14709,47.98139,8.14709,47.98139,0,47.98139,3 ,,,,
0,52.50271,0,52.50271,8.1411,52.50271,0,52.50271,8.1411,52.50271,8.1411,52.50271,3 ,,,,
0,57.0207,8.13512,57.0207,0,57.0207,0,57.0207,8.13512,57.0207,8.13512,57.0207,3 ,,,,
0,61.53537,8.12913,61.53537,0,61.53537,0,61.53537,8.12913,61.53537,8.12913,61.53537,3 ,,,,
0,66.04671,8.12315,66.04671,0,66.04671,0,66.04671,8.12315,66.04671,8.12315,66.04671,3 ,,,,
0,70.55471,8.11716,70.55471,0,70.55471,0,70.55471,8.11716,70.55471,8.11716,70.55471,3 ,,,,
0,75.05935,8.11115,75.05935,0,75.05935,0,75.05935,8.11115,75.05935,8.11115,75.05935,3 ,,,,
0,79.5606,8.10511,79.5606,0,79.5606,0,79.5606,8.10511,79.5606,8.10511,79.5606,3 ,,,,
0,84.05838,8.09901,84.05838,0,84.05838,0,84.05838,0,84.05838,8.09901,84.05838,3 ,,,,
0,88.55254,8.09277,88.55254,0,88.55254,8.09277,88.55254,0,88.55254,8.09277,88.55254,3 ,,,,
0,93.04279,8.08626,93.04279,8.08626,93.04279,8.08626,93.04279,0,93.04279,8.08626,93.04279,3 ,,,,
0,97.52857,8.07923,97.52857,8.07923,97.52857,8.07923,97.52857,0,97.52857,8.07923,97.52857,3 ,,,,
0,102.00883,8.0712,102.00883,8.0712,102.00883,8.0712,102.00883,0,102.00883,8.0712,102.00883,3 ,,,,
8.06124,106.48155,8.06124,106.48155,8.06124,106.48155,8.06124,106.48155,0,106.48155,8.06124,106.48155,3 ,,,,
8.04756,110.943,8.04756,110.943,8.04756,110.943,8.04756,110.943,0,110.943,8.04756,110.943,3 ,,,,
8.02682,115.38656,8.02682,115.38656,8.02682,115.38656,8.02682,115.38656,0,115.38656,8.02682,115.38656,3 ,,,,
7.99278,119.80097,7.99278,119.80097,7.99278,119.80097,7.99278,119.80097,0,119.80097,7.99278,119.80097,3 ,,,,
7.97849,121.1174,7.97849,121.1174,7.97849,121.1174,7.97849,121.1174,0,121.1174,7.97849,121.1174,3 ,,,,
7.96163,122.42908,7.96163,122.42908,7.96163,122.42908,7.96163,122.42908,0,122.42908,7.96163,122.42908,3 ,,,,
7.87143,127.10014,7.87143,127.10014,7.87143,127.10014,7.87143,127.10014,0,127.10014,7.87143,127.10014,3 ,,,,
7.70939,131.65827,7.70939,131.65827,7.70939,131.65827,7.70939,131.65827,0,131.65827,7.70939,131.65827,3 ,,,,
7.64041,132.99637,7.64041,132.99637,7.64041,132.99637,7.64041,132.99637,0,132.99637,7.64041,132.99637,3 ,,,,
7.5598,134.31747,7.5598,134.31747,7.5598,134.31747,0,134.31747,0,134.31747,7.5598,134.31747,3 ,,,,
7.1988,138.51613,7.1988,138.51613,7.1988,138.51613,0,138.51613,0,138.51613,7.1988,138.51613,3 ,,,,
6.67531,142.42868,6.67531,142.42868,6.67531,142.42868,0,142.42868,6.67531,142.42868,6.67531,142.42868,3 ,,,,
6.00955,145.97931,6.00955,145.97931,6.00955,145.97931,0,145.97931,6.00955,145.97931,6.00955,145.97931,3 ,,,,
5.26453,149.11652,5.26453,149.11652,5.26453,149.11652,0,149.11652,5.26453,149.11652,5.26453,149.11652,3 ,,,,
4.51201,151.82491,4.51201,151.82491,4.51201,151.82491,0,151.82491,4.51201,151.82491,4.51201,151.82491,3 ,,,,
3.80376,154.12124,3.80376,154.12124,3.80376,154.12124,0,154.12124,3.80376,154.12124,3.80376,154.12124,3 ,,,,
3.16762,156.04202,3.16762,156.04202,3.16762,156.04202,0,156.04202,3.16762,156.04202,0,156.04202,3 ,,,,
2.61443,157.63245,0,157.63245,2.61443,157.63245,0,157.63245,2.61443,157.63245,0,157.63245,3 ,,,,
2.14331,158.93944,0,158.93944,2.14331,158.93944,0,158.93944,2.14331,158.93944,0,158.93944,3 ,,,,
1.74801,160.00745,0,160.00745,1.74801,160.00745,0,160.00745,1.74801,160.00745,0,160.00745,3 ,,,,
0,160.87639,0,160.87639,1.42007,160.87639,1.42007,160.87639,1.42007,160.87639,0,160.87639,3 ,,,,
0,161.581,0,161.581,0,161.581,0,161.581,0,161.581,0,161.581,3 ,,,,
8.1 ,97.7 ,8.1 ,97.7 ,8.1 ,97.7 ,8.1 ,97.7 ,8.1 ,97.7 ,8.1 ,97.7 ,0 ,,,,
8.1 ,102.5 ,8.1 ,102.5 ,8.1 ,102.5 ,8.1 ,102.5 ,8.1 ,102.5 ,8.1 ,102.5 ,0 ,,,,
8.1 ,107.1 ,8.1 ,107.1 ,8.1 ,107.1 ,8.1 ,107.1 ,8.1 ,107.1 ,8.1 ,107.1 ,0 ,,,,
8.0 ,111.7 ,8.0 ,111.7 ,8.0 ,111.7 ,8.0 ,111.7 ,8.0 ,111.7 ,8.0 ,111.7 ,0 ,,,,
8.0 ,116.1 ,8.0 ,116.1 ,8.0 ,116.1 ,8.0 ,116.1 ,8.0 ,116.1 ,8.0 ,116.1 ,0 ,,,,
8.0 ,120.2 ,8.0 ,120.2 ,8.0 ,120.2 ,8.0 ,120.2 ,8.0 ,120.2 ,8.0 ,120.2 ,0 ,,,,
4.1 ,57.7 ,4.1 ,57.7 ,4.1 ,57.7 ,4.1 ,57.7 ,4.1 ,57.7 ,4.1 ,57.7 ,0 ,,,,
7.8 ,127.2 ,7.8 ,127.2 ,7.8 ,127.2 ,7.8 ,127.2 ,7.8 ,127.2 ,7.8 ,127.2 ,0 ,,,,
5.6 ,146.5 ,5.6 ,146.5 ,5.6 ,146.5 ,5.6 ,146.5 ,5.6 ,146.5 ,5.6 ,146.5 ,0 ,,,,
5.5 ,147.0 ,5.5 ,147.0 ,5.5 ,147.0 ,5.5 ,147.0 ,5.5 ,147.0 ,5.5 ,147.0 ,0 ,,,,
5.4 ,147.5 ,5.4 ,147.5 ,5.4 ,147.5 ,5.4 ,147.5 ,5.4 ,147.5 ,5.4 ,147.5 ,0 ,,,,
5.3 ,147.9 ,5.3 ,147.9 ,5.3 ,147.9 ,5.3 ,147.9 ,5.3 ,147.9 ,5.3 ,147.9 ,0 ,,,,
5.2 ,148.3 ,5.2 ,148.3 ,5.2 ,148.3 ,5.2 ,148.3 ,5.2 ,148.3 ,5.2 ,148.3 ,0 ,,,,
2.3 ,57.9 ,2.3 ,57.9 ,2.3 ,57.9 ,2.3 ,57.9 ,2.3 ,57.9 ,2.3 ,57.9 ,0 ,,,,
5.0 ,149.1 ,5.0 ,149.1 ,5.0 ,149.1 ,5.0 ,149.1 ,5.0 ,149.1 ,5.0 ,149.1 ,0 ,,,,
5.0 ,149.4 ,5.0 ,149.4 ,5.0 ,149.4 ,5.0 ,149.4 ,5.0 ,149.4 ,5.0 ,149.4 ,0 ,,,,
4.9 ,149.8 ,4.9 ,149.8 ,4.9 ,149.8 ,4.9 ,149.8 ,4.9 ,149.8 ,4.9 ,149.8 ,0 ,,,,
4.8 ,150.1 ,4.8 ,150.1 ,4.8 ,150.1 ,4.8 ,150.1 ,4.8 ,150.1 ,4.8 ,150.1 ,0 ,,,,
4.7 ,150.3 ,4.7 ,150.3 ,4.7 ,150.3 ,4.7 ,150.3 ,4.7 ,150.3 ,4.7 ,150.3 ,0 ,,,,
4.6 ,150.7 ,4.6 ,150.7 ,4.6 ,150.7 ,4.6 ,150.7 ,4.6 ,150.7 ,4.6 ,150.7 ,0 ,,,,
4.1 ,152.6 ,4.1 ,152.6 ,4.1 ,152.6 ,4.1 ,152.6 ,4.1 ,152.6 ,4.1 ,152.6 ,0 ,,,,
1.8 ,50.1 ,1.8 ,50.1 ,1.8 ,50.1 ,1.8 ,50.1 ,1.8 ,50.1 ,1.8 ,50.1 ,0 ,,,,
2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,0 ,,,,
3.9 ,153.2 ,3.9 ,153.2 ,3.9 ,153.2 ,3.9 ,153.2 ,3.9 ,153.2 ,3.9 ,153.2 ,0 ,,,,
3.9 ,153.4 ,3.9 ,153.4 ,3.9 ,153.4 ,3.9 ,153.4 ,3.9 ,153.4 ,3.9 ,153.4 ,0 ,,,,
3.8 ,153.6 ,3.8 ,153.6 ,3.8 ,153.6 ,3.8 ,153.6 ,3.8 ,153.6 ,3.8 ,153.6 ,0 ,,,,
3.7 ,153.8 ,3.7 ,153.8 ,3.7 ,153.8 ,3.7 ,153.8 ,3.7 ,153.8 ,3.7 ,153.8 ,0 ,,,,
3.7 ,153.9 ,3.7 ,153.9 ,3.7 ,153.9 ,3.7 ,153.9 ,3.7 ,153.9 ,3.7 ,153.9 ,0 ,,,,
3.6 ,154.1 ,3.6 ,154.1 ,3.6 ,154.1 ,3.6 ,154.1 ,3.6 ,154.1 ,3.6 ,154.1 ,0 ,,,,
3.6 ,154.2 ,3.6 ,154.2 ,3.6 ,154.2 ,3.6 ,154.2 ,3.6 ,154.2 ,3.6 ,154.2 ,0 ,,,,
3.6 ,154.4 ,3.6 ,154.4 ,3.6 ,154.4 ,3.6 ,154.4 ,3.6 ,154.4 ,3.6 ,154.4 ,0 ,,,,
3.5 ,154.5 ,3.5 ,154.5 ,3.5 ,154.5 ,3.5 ,154.5 ,3.5 ,154.5 ,3.5 ,154.5 ,0 ,,,,
3.5 ,154.7 ,3.5 ,154.7 ,3.5 ,154.7 ,3.5 ,154.7 ,3.5 ,154.7 ,3.5 ,154.7 ,0 ,,,,
3.4 ,154.8 ,3.4 ,154.8 ,3.4 ,154.8 ,3.4 ,154.8 ,3.4 ,154.8 ,3.4 ,154.8 ,0 ,,,,
2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,0 ,,,,
2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,0 ,,,,
2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,0 ,,,,
3.3 ,155.3 ,3.3 ,155.3 ,3.3 ,155.3 ,3.3 ,155.3 ,3.3 ,155.3 ,3.3 ,155.3 ,0 ,,,,
3.2 ,155.5 ,3.2 ,155.5 ,3.2 ,155.5 ,3.2 ,155.5 ,3.2 ,155.5 ,3.2 ,155.5 ,0 ,,,,
3.2 ,155.6 ,3.2 ,155.6 ,3.2 ,155.6 ,3.2 ,155.6 ,3.2 ,155.6 ,3.2 ,155.6 ,0 ,,,,
3.1 ,155.7 ,3.1 ,155.7 ,3.1 ,155.7 ,3.1 ,155.7 ,3.1 ,155.7 ,3.1 ,155.7 ,0 ,,,,
3.1 ,155.8 ,3.1 ,155.8 ,3.1 ,155.8 ,3.1 ,155.8 ,3.1 ,155.8 ,3.1 ,155.8 ,0 ,,,,
2.7 ,156.9 ,2.7 ,156.9 ,2.7 ,156.9 ,2.7 ,156.9 ,2.7 ,156.9 ,2.7 ,156.9 ,0 ,,,,
2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,0 ,,,,
2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,0 ,,,,
2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,0 ,,,,
2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,0 ,,,,
2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,2.0 ,63.0 ,0 ,,,,
